id,title,release_date,popularity,vote_average,vote_count,overview
14547,Delta Farce,2007-05-11,7.472887,4.5,42.0,"Three bumbling Army reservists are hustled onto a plane headed for combat in Iraq -- but the fact that the plane drops them in Mexico doesn't stop them from ""liberating"" what they believe to be the Middle East."
11205,Wheels on Meals,1984-08-17,7.068829,7.0,66.0,"Cousins Thomas and David, owners of a mobile restaurant, team up with their friend Moby, a bumbling private detective, to save the beautiful Sylvia, a pickpocket."
36676,Jonestown: The Life and Death of Peoples Temple,2006-04-26,0.870182,6.8,15.0,"Featuring never-before-seen footage, this documentary delivers a startling new look at the Peoples Temple, headed by preacher Jim Jones who, in 1978, led more than 900 members to Guyana, where he orchestrated a mass suicide via tainted punch."
38077,Red Dust,1932-10-22,1.108833,7.2,11.0,"Dennis Carson has lived in Indochina all his life, only leaving his rubber plantation for an occasional fling in Saigon. His new surveyor, Gary Willis, and his wife Barbara arrive just as Vantine, a prostitute who has been lying low at the plantation is leaving. Vantine is in love with Dennis, whom she calls ""Fred,"" but he only thinks of her as a pleasant diversion. Dennis is annoyed that Gary has brought his wife. Barbara is shocked and contemptuous of Dennis until he nurses Gary back to health after an attack of malaria."
10004,Desperation,2006-05-23,3.636449,5.2,45.0,"When a sheriff arrests a writer, a family, a couple, and a hitchiker and throws them in a jail cell in the deserted town of Desperation, they must fight for their lives."
43618,Tokyo Olympiad,1965-09-24,0.643658,8.0,7.0,"Kon Ichikawa documents the 1964 Summer Olympics in Tokyo. Like Leni Riefenstahl's Olympia, which documented the 1936 Summer Olympics in Berlin, Ichikawa's film was considered a milestone in documentary filmmaking. However, Tokyo Olympiad keeps its focus more on the atmosphere of the games and the human side of the athletes instead of concentrating only on the winners and the results."
43397,Caught,1949-02-17,1.580085,5.9,20.0,"It was Leonora Eames' childhood dream come true. She had married Smith Ohlrig, a man worth millions. But her innocent dream became a nightmare once she realizes the truth about her husband - he is power mad and insane! Since he will not grant her a divorce, she leaves her life of luxury on Long Island and goes to work as a receptionist in an impoverished doctor's office in NYC's lower east side. After Smith deceives her into a temporary reconciliation, Leonora becomes pregnant. By the time she realizes she is expecting, she and one of the doctors, Larry Quinada (James Mason), have fallen in love. But she is again lured backed to her wealthy husband to give her child financial security. Her sadistic husband is hell-bent on keeping her and her child prisoner. What will happen to Leonora?"
25395,Blood Trails,2006-04-20,0.583192,2.4,7.0,"The biker Anne has a violent one night stand with the supposed cop Chris after a minor infraction. Two days later, feeling guilty and traumatized, she decides to go hiking with her boyfriend Michael in the Whistler chain of mountains, a spot where bicycles are prohibited. When she sees Chris riding a bike, she tells Michael about her affair, and Chris unexpectedly kills Michael. Along the rest of the day and night, Anne is chased by Chris in a sick and mortal mouse-and-cat game."
810,Shrek the Third,2007-05-17,14.072479,6.0,2355.0,"The King of Far Far Away has died and Shrek and Fiona are to become King &amp; Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom."
5723,Once,2007-03-23,10.357064,7.4,457.0,"A vacuum repairman moonlights as a street musician and hopes for his big break. One day a Czech immigrant, who earns a living selling flowers, approaches him with the news that she is also an aspiring singer-songwriter. The pair decide to collaborate, and the songs that they compose reflect the story of their blossoming love."
285,Pirates of the Caribbean: At World's End,2007-05-19,31.363664,6.9,4627.0,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems."
12526,Bug,2006-05-19,5.911303,6.0,167.0,"A lonely waitress with a tragic past, Agnes rooms in a run-down motel, living in fear of her abusive, recently paroled ex-husband. But when Agnes begins a tentative romance with Peter, an eccentric, nervous drifter, she starts to feel hopeful again - until the first bugs arrive..."
3432,Mr. Brooks,2007-06-01,7.423812,6.8,543.0,A psychological thriller about a man who is sometimes controlled by his murder-and-mayhem-loving alter ego.
1872,Rise: Blood Hunter,2007-04-28,4.482739,4.7,61.0,A young reporter (Lucy Liu) wakes up and realises that she is not alive anymore. She goes on a personal vendetta for a group a cultists that are responsible for her death.
15568,Gracie,2007-06-01,2.961621,6.0,17.0,"This is the story of a teenager named Gracie Bowen, who lives in South Orange, New Jersey, is crazy about soccer, as are her three brothers and former soccer star father. Although Gracie wants to join her brothers and father in the nightly practices, she is discouraged by everyone except her elder brother, Johnny. Her father does not believe that girls should play soccer and tells her that she is neither tough enough nor talented enough to play with the boys team. Undeterred, Gracie finds reserves of strength she never knew existed, and persists in changing everyone's beliefs in what she is capable of, including her own. She faces an uphill battle when she fights to give women the opportunity to play competitive soccer. But as the beautiful and strong person that she has always been but she also brings her family together in the face of their own tragedy."
14208,The Librarian: Return to King Solomon's Mines,2006-10-09,12.49401,5.8,123.0,"After retrieving the Crystal Skull in Utah, Flynn Carsen receives a map in the mail with the secret location of King Solomon's Mines. When the scroll is stolen, Judson explains the power of the Key of Solomon's book and assigns Flynn to retrieve the map. The map is useless without the legend piece to decipher it, which is located in Volubilis near the Roman ruins in Morocco. Flynn heads to Casablanca to the ruins where he is chased by a group of mercenaries leaded by General Samir. They too want to find the location of King Solomon's mines. Flynn teams-up with Professor Emily Davenport working in the dig and they escape from General Samir and his men. While traveling to Gedi, they save the local Jomo from death and the trio faces a dangerous journey through the wild Africa."
14207,The Librarian: Quest for the Spear,2004-12-05,6.992152,6.0,173.0,"When a magical artifact is lifted from his library, a meek librarian sets out to ensure its safe return."
24200,Fay Grim,2006-09-11,5.052905,6.7,19.0,"Many years after her notorious husband, Henry Fool, fled after killing a neighbor, Fay Grim receives a visit from CIA agent Fulbright, who tells her that Henry is dead, but that some of his journals have been unearthed in France. She sets forth on a globe-trotting odyssey that soon leads to the discovery that he is alive, and his journals are more than they appear to be."
50153,The Man from Planet X,1951-04-27,1.199625,5.5,15.0,"While watching for a planet that may collide with earth, scientists stationed in Scotland are approached by a visitor from outer space."
18902,Zoo,2007-01-20,2.168812,5.5,22.0,"Through interviews and recreation, Zoo tells the story of ""zoos,"" or men who ""love"" animals, through a group of men involved in the fatal incident involving man-horse love."
5488,"I'm a Cyborg, But That's OK",2006-12-07,4.369975,7.1,126.0,"Young-Goon works at manufacturing plant assembling radio’s. She also believes she is a cyborg. One day, while working at the factory, she decides to re-charge herself by slashing her wrist and implanting electrical wires into her arm. Her action gets Young-Goon a mental hospital full of bizarre characters. At New World, Young-Goon spends her time listening to the radio, talking with vending machines, and licking the terminals of 9 volt batteries. She soon encounters a guy named Il-Sun. Il-Sun is a thief of souls in the mental hospital. Young-Goon and Il-Sun soon form a strong bond as their odd personalities complements each other perfectly. Unfortunately, Young-Goon becomes gravely ill from malnutrition. Young-Goon doesn't believe cyborgs should eat human food. She soon loses most of her energy and becomes bedridden. Doctors say that Young-Goon has only a few more days to live if she continues her ways. Il-Sun must now find a way to connect to her soul and save her from imminent death."
